week_start,commits_total,commits_claude,commits_copilot,commits_devin,commits_aider,commits_codex,commits_opencode,commits_cursor_editor,commits_cursor_bg,commits_jules,commits_amazonq,commits_amp,commits_windsurf,commits_junie,prs_total,prs_claude,prs_codex,prs_copilot,prs_cursor,prs_devin,prs_jules,prs_amazonq,prs_opencode,commits_claude_pct,commits_copilot_pct,commits_devin_pct,commits_aider_pct,commits_codex_pct,commits_opencode_pct,commits_cursor_editor_pct,commits_cursor_bg_pct,commits_jules_pct,commits_amazonq_pct,commits_amp_pct,commits_windsurf_pct,commits_junie_pct,prs_claude_pct,prs_codex_pct,prs_copilot_pct,prs_cursor_pct,prs_devin_pct,prs_jules_pct,prs_amazonq_pct,prs_opencode_pct,pr_commit_ratio
2025-01-06,21945645,105,0,1094,27,0,0,17,0,3,0,0,0,0,1080375,0,0,0,1,601,0,0,0,0.0005,0.0,0.005,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0556,0.0,0.0,0.0,4.923
2025-01-13,20759950,62,0,1014,39,0,0,16,0,4,0,0,0,0,1172983,0,1,0,0,502,0,0,0,0.0003,0.0,0.0049,0.0002,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0428,0.0,0.0,0.0,5.6502
2025-01-20,23598907,353,0,2268,33,0,0,21,0,0,0,0,0,0,1192662,1,10,0,2,607,0,0,0,0.0015,0.0,0.0096,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0008,0.0,0.0002,0.0509,0.0,0.0,0.0,5.0539
2025-01-27,21305736,125,0,1892,37,0,0,7,0,6,0,0,0,0,1162490,1,0,0,0,497,0,0,0,0.0006,0.0,0.0089,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0428,0.0,0.0,0.0,5.4562
2025-02-03,22131215,192,0,2564,38,0,0,15,0,10,0,0,0,0,1206206,0,0,0,1,607,0,0,0,0.0009,0.0,0.0116,0.0002,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0503,0.0,0.0,0.0,5.4502
2025-02-10,24151505,53,0,2156,14,0,0,14,0,9,0,0,0,0,1307419,2,0,0,1,624,0,0,0,0.0002,0.0,0.0089,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0001,0.0477,0.0,0.0,0.0,5.4134
2025-02-17,25758888,116,0,3498,26,0,0,6,0,2,0,0,0,0,1313612,0,0,0,1,1032,0,0,0,0.0005,0.0,0.0136,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0786,0.0,0.0,0.0,5.0996
2025-04-07,26528251,4535,0,3370,50,0,0,0,0,32,0,0,0,0,1348803,7,0,2,0,1097,4,0,0,0.0171,0.0,0.0127,0.0002,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0005,0.0,0.0001,0.0,0.0813,0.0003,0.0,0.0,5.0844
2025-04-14,25735402,3818,0,3777,102,0,0,0,0,40,0,0,0,0,1235335,0,0,13,3,1128,4,0,0,0.0148,0.0,0.0147,0.0004,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0002,0.0913,0.0003,0.0,0.0,4.8001
2025-04-21,26392935,3341,0,2179,34,0,171,0,0,79,0,0,0,0,1316622,14,2,1,0,960,0,0,0,0.0127,0.0,0.0083,0.0001,0.0,0.0006,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0011,0.0002,0.0001,0.0,0.0729,0.0,0.0,0.0,4.9885
2025-04-28,25080177,3475,20,3298,20,0,8,0,0,148,0,0,0,0,1284356,5,0,16,3,1306,0,11,0,0.0139,0.0001,0.0131,0.0001,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0004,0.0,0.0012,0.0002,0.1017,0.0,0.0009,0.0,5.121
2025-05-05,25723397,5211,16,3860,69,0,1,1,0,111,67,0,0,0,1344225,4,0,35,1,1259,0,125,0,0.0203,0.0001,0.015,0.0003,0.0,0.0,0.0,0.0,0.0004,0.0003,0.0,0.0,0.0,0.0003,0.0,0.0026,0.0001,0.0937,0.0,0.0093,0.0,5.2257
2025-05-12,26721864,5407,49,3695,55,0,0,5,0,35,43,0,0,0,1375336,5,12543,44,14,1552,2,103,0,0.0202,0.0002,0.0138,0.0002,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0,0.0,0.0004,0.912,0.0032,0.001,0.1128,0.0001,0.0075,0.0,5.1469
2025-05-19,27030186,11969,3751,4029,65,0,1,2,0,13121,35,0,0,0,1377323,315,32514,2725,46,1175,9,86,0,0.0443,0.0139,0.0149,0.0002,0.0,0.0,0.0,0.0,0.0485,0.0001,0.0,0.0,0.0,0.0229,2.3607,0.1978,0.0033,0.0853,0.0007,0.0062,0.0,5.0955
2025-05-26,26507586,22081,5285,2254,74,0,2468,11,0,15939,50,0,0,0,1353107,655,21260,2785,70,1104,17,82,0,0.0833,0.0199,0.0085,0.0003,0.0,0.0093,0.0,0.0,0.0601,0.0002,0.0,0.0,0.0,0.0484,1.5712,0.2058,0.0052,0.0816,0.0013,0.0061,0.0,5.1046
2025-06-02,25621562,31092,6575,1861,26,0,979,145,0,18707,45,0,0,0,1470723,729,114065,2908,431,932,11,171,0,0.1214,0.0257,0.0073,0.0001,0.0,0.0038,0.0006,0.0,0.073,0.0002,0.0,0.0,0.0,0.0496,7.7557,0.1977,0.0293,0.0634,0.0007,0.0116,0.0,5.7402
2025-06-09,26933100,53641,6646,1832,48,0,3323,752,0,15456,11,0,0,0,1485342,826,109545,3522,465,914,15,48,0,0.1992,0.0247,0.0068,0.0002,0.0,0.0123,0.0028,0.0,0.0574,0.0,0.0,0.0,0.0,0.0556,7.3751,0.2371,0.0313,0.0615,0.001,0.0032,0.0,5.5149
2025-06-16,26326925,72850,5282,1987,43,0,1445,953,0,14428,13,0,0,0,1490407,748,97414,2727,695,1097,54,59,0,0.2767,0.0201,0.0075,0.0002,0.0,0.0055,0.0036,0.0,0.0548,0.0,0.0,0.0,0.0,0.0502,6.5361,0.183,0.0466,0.0736,0.0036,0.004,0.0,5.6612
2025-06-23,27012213,87165,5727,2578,969,0,992,545,0,10808,30,0,0,0,1633069,800,83764,3560,940,899,173,83,0,0.3227,0.0212,0.0095,0.0036,0.0,0.0037,0.002,0.0,0.04,0.0001,0.0,0.0,0.0,0.049,5.1292,0.218,0.0576,0.055,0.0106,0.0051,0.0,6.0457
2025-06-30,26534809,87530,8616,2621,3847,0,421,2040,0,10094,43,0,0,0,1413325,618,70698,6265,5524,750,312,63,0,0.3299,0.0325,0.0099,0.0145,0.0,0.0016,0.0077,0.0,0.038,0.0002,0.0,0.0,0.0,0.0437,5.0022,0.4433,0.3909,0.0531,0.0221,0.0045,0.0,5.3263
2025-07-07,26961703,101596,11184,2621,2954,0,570,2765,0,10289,24,0,0,0,1408888,876,62998,8143,6455,721,331,52,3,0.3768,0.0415,0.0097,0.011,0.0,0.0021,0.0103,0.0,0.0382,0.0001,0.0,0.0,0.0,0.0622,4.4715,0.578,0.4582,0.0512,0.0235,0.0037,0.0002,5.2255
2025-07-14,33390963,104668,18475,2144,2860,0,588,2424,0,10073,15,0,0,0,1715901,977,59915,9995,6311,859,318,174,5,0.3135,0.0553,0.0064,0.0086,0.0,0.0018,0.0073,0.0,0.0302,0.0,0.0,0.0,0.0,0.0569,3.4918,0.5825,0.3678,0.0501,0.0185,0.0101,0.0003,5.1388
2025-07-21,26823330,120439,17059,2953,2317,0,767,2519,0,9200,32,0,0,0,1603011,834,62156,10191,10705,1056,753,59,3,0.449,0.0636,0.011,0.0086,0.0,0.0029,0.0094,0.0,0.0343,0.0001,0.0,0.0,0.0,0.052,3.8775,0.6357,0.6678,0.0659,0.047,0.0037,0.0002,5.9762
2025-07-28,27119152,129737,20091,2644,2418,0,543,3301,0,9007,11,0,0,0,1522060,729,62345,11513,15133,1335,704,32,7,0.4784,0.0741,0.0097,0.0089,0.0,0.002,0.0122,0.0,0.0332,0.0,0.0,0.0,0.0,0.0479,4.0961,0.7564,0.9942,0.0877,0.0463,0.0021,0.0005,5.6125
2025-08-04,28360939,132797,23148,2712,2636,0,1599,3607,0,12712,16,0,0,0,1564923,952,79483,13419,17093,1466,2496,47,2,0.4682,0.0816,0.0096,0.0093,0.0,0.0056,0.0127,0.0,0.0448,0.0001,0.0,0.0,0.0,0.0608,5.079,0.8575,1.0923,0.0937,0.1595,0.003,0.0001,5.5179
2025-08-11,28608219,141075,23731,2347,4515,0,978,3694,0,18400,18,0,0,0,1701592,744,98476,13391,16391,1032,4245,38,0,0.4931,0.083,0.0082,0.0158,0.0,0.0034,0.0129,0.0,0.0643,0.0001,0.0,0.0,0.0,0.0437,5.7873,0.787,0.9633,0.0606,0.2495,0.0022,0.0,5.9479
2025-08-18,28236354,146040,28109,2535,2540,0,98,2700,66,18792,32,0,0,0,1880542,670,101657,19160,14937,957,3870,46,18,0.5172,0.0995,0.009,0.009,0.0,0.0003,0.0096,0.0002,0.0666,0.0001,0.0,0.0,0.0,0.0356,5.4057,1.0189,0.7943,0.0509,0.2058,0.0024,0.001,6.66
2025-08-25,29721424,138364,29029,1862,2544,0,140,2716,0,18196,17,0,0,0,1537532,544,94981,18803,12952,856,3466,32,1,0.4655,0.0977,0.0063,0.0086,0.0,0.0005,0.0091,0.0,0.0612,0.0001,0.0,0.0,0.0,0.0354,6.1775,1.2229,0.8424,0.0557,0.2254,0.0021,0.0001,5.1731
2025-09-01,32037687,133267,32344,1381,2548,0,142,2336,0,16592,13,0,0,0,1852613,537,87116,19589,9886,706,2702,27,4,0.416,0.101,0.0043,0.008,0.0,0.0004,0.0073,0.0,0.0518,0.0,0.0,0.0,0.0,0.029,4.7023,1.0574,0.5336,0.0381,0.1458,0.0015,0.0002,5.7826
2025-09-08,32611454,131042,33877,1389,2222,0,62,2039,0,14204,10,0,0,0,1878984,470,81962,21977,9781,876,2826,27,0,0.4018,0.1039,0.0043,0.0068,0.0,0.0002,0.0063,0.0,0.0436,0.0,0.0,0.0,0.0,0.025,4.362,1.1696,0.5205,0.0466,0.1504,0.0014,0.0,5.7617
2025-09-15,30469908,133726,32044,1363,2167,0,125,1365,0,13742,2,0,0,0,1723358,471,89764,22654,8187,761,3346,15,5,0.4389,0.1052,0.0045,0.0071,0.0,0.0004,0.0045,0.0,0.0451,0.0,0.0,0.0,0.0,0.0273,5.2087,1.3145,0.4751,0.0442,0.1942,0.0009,0.0003,5.6559
2025-09-22,30064503,126677,34829,1451,2208,0,61,1581,0,14944,4,0,0,0,1771255,418,100040,24287,8019,1002,3608,6,7,0.4214,0.1158,0.0048,0.0073,0.0,0.0002,0.0053,0.0,0.0497,0.0,0.0,0.0,0.0,0.0236,5.648,1.3712,0.4527,0.0566,0.2037,0.0003,0.0004,5.8915
2025-09-29,30725454,180277,48990,1438,2400,0,68,2330,0,14020,4,0,0,0,1999741,511,102826,26300,10853,764,3742,7,1,0.5867,0.1594,0.0047,0.0078,0.0,0.0002,0.0076,0.0,0.0456,0.0,0.0,0.0,0.0,0.0256,5.142,1.3152,0.5427,0.0382,0.1871,0.0004,0.0001,6.5084
2025-10-06,30431150,196220,55797,1798,1751,0,71,2454,1,14023,15,0,0,0,1859657,700,103413,28516,17212,904,5450,44,2,0.6448,0.1834,0.0059,0.0058,0.0,0.0002,0.0081,0.0,0.0461,0.0,0.0,0.0,0.0,0.0376,5.5609,1.5334,0.9255,0.0486,0.2931,0.0024,0.0001,6.111
2025-10-13,30438646,202149,55402,2122,1473,0,21,2819,0,12059,26,0,0,0,1898782,679,108736,28905,15503,1069,3589,34,20,0.6641,0.182,0.007,0.0048,0.0,0.0001,0.0093,0.0,0.0396,0.0001,0.0,0.0,0.0,0.0358,5.7266,1.5223,0.8165,0.0563,0.189,0.0018,0.0011,6.2381
2025-10-20,32542473,273792,57180,1691,2219,0,53,2192,0,11970,26,0,0,0,2017668,18352,109086,28095,11156,1055,3536,91,14,0.8413,0.1757,0.0052,0.0068,0.0,0.0002,0.0067,0.0,0.0368,0.0001,0.0,0.0,0.0,0.9096,5.4065,1.3924,0.5529,0.0523,0.1753,0.0045,0.0007,6.2001
2025-10-27,32303807,266706,73051,1757,1448,0,67,1759,0,11769,17,0,0,0,2062459,21434,98238,36247,6580,916,3621,26,8,0.8256,0.2261,0.0054,0.0045,0.0,0.0002,0.0054,0.0,0.0364,0.0001,0.0,0.0,0.0,1.0392,4.7631,1.7575,0.319,0.0444,0.1756,0.0013,0.0004,6.3846
2025-11-03,32029243,258110,89333,2280,1348,0,60,1773,1315,11892,27,244,0,1,1839698,64536,63786,41171,6231,1413,5448,27,13,0.8059,0.2789,0.0071,0.0042,0.0,0.0002,0.0055,0.0041,0.0371,0.0001,0.0008,0.0,0.0,3.508,3.4672,2.2379,0.3387,0.0768,0.2961,0.0015,0.0007,5.7438
2025-11-10,33390668,280876,84051,1909,2029,0,74,1571,0,11207,17,0,0,0,1956972,87707,70441,44820,5421,902,8163,9,15,0.8412,0.2517,0.0057,0.0061,0.0,0.0002,0.0047,0.0,0.0336,0.0001,0.0,0.0,0.0,4.4818,3.5995,2.2903,0.277,0.0461,0.4171,0.0005,0.0008,5.8608
2025-11-17,34334172,272835,90222,2143,4552,0,101,1198,0,12914,22,0,0,0,2291342,97821,72831,45811,5100,1034,10405,29,30,0.7946,0.2628,0.0062,0.0133,0.0,0.0003,0.0035,0.0,0.0376,0.0001,0.0,0.0,0.0,4.2692,3.1785,1.9993,0.2226,0.0451,0.4541,0.0013,0.0013,6.6736
2025-11-24,32800074,299967,88897,1930,2898,0,149,1994,0,13844,35,0,0,0,2129210,46893,68015,46717,5251,1000,15203,32,5,0.9145,0.271,0.0059,0.0088,0.0,0.0005,0.0061,0.0,0.0422,0.0001,0.0,0.0,0.0,2.2024,3.1944,2.1941,0.2466,0.047,0.714,0.0015,0.0002,6.4915
2025-12-01,32903659,315198,104872,2054,2806,2,81,1708,0,14313,29,0,0,0,2428389,42240,63351,49454,5288,1067,14866,94,44,0.9579,0.3187,0.0062,0.0085,0.0,0.0002,0.0052,0.0,0.0435,0.0001,0.0,0.0,0.0,1.7394,2.6088,2.0365,0.2178,0.0439,0.6122,0.0039,0.0018,7.3803
2025-12-08,32254434,322729,104504,2477,1628,0,129,1811,4,17766,44,0,0,0,1984071,43094,57081,46146,5283,1049,15077,51,22,1.0006,0.324,0.0077,0.005,0.0,0.0004,0.0056,0.0,0.0551,0.0001,0.0,0.0,0.0,2.172,2.877,2.3258,0.2663,0.0529,0.7599,0.0026,0.0011,6.1513
2025-12-15,31342914,347890,94286,2454,1220,0,91,1385,0,20591,19,0,0,0,1942206,41877,56299,43972,5544,1375,19229,30,26,1.1099,0.3008,0.0078,0.0039,0.0,0.0003,0.0044,0.0,0.0657,0.0001,0.0,0.0,0.0,2.1562,2.8987,2.264,0.2854,0.0708,0.9901,0.0015,0.0013,6.1966
2025-12-22,30801167,370756,79223,1754,960,6,221,1123,0,20149,58,0,0,0,1392463,44551,53322,36967,4770,810,20963,80,82,1.2037,0.2572,0.0057,0.0031,0.0,0.0007,0.0036,0.0,0.0654,0.0002,0.0,0.0,0.0,3.1994,3.8293,2.6548,0.3426,0.0582,1.5055,0.0057,0.0059,4.5208
2025-12-29,29555634,481590,94662,1937,865,1,281,704,47,21632,46,0,0,0,1747691,50059,55304,42201,4417,850,24104,77,72,1.6294,0.3203,0.0066,0.0029,0.0,0.001,0.0024,0.0002,0.0732,0.0002,0.0,0.0,0.0,2.8643,3.1644,2.4147,0.2527,0.0486,1.3792,0.0044,0.0041,5.9132
2026-01-05,32386399,572255,108167,2453,991,0,233,667,0,21487,12,0,0,0,1876625,51854,60655,47435,4110,1316,26479,15,263,1.767,0.334,0.0076,0.0031,0.0,0.0007,0.0021,0.0,0.0663,0.0,0.0,0.0,0.0,2.7632,3.2321,2.5277,0.219,0.0701,1.411,0.0008,0.014,5.7945
2026-01-12,35023418,693568,104285,3133,1365,0,353,1037,8,25017,19,0,0,0,2195473,55835,61615,46350,4121,1435,31995,23,753,1.9803,0.2978,0.0089,0.0039,0.0,0.001,0.003,0.0,0.0714,0.0001,0.0,0.0,0.0,2.5432,2.8065,2.1112,0.1877,0.0654,1.4573,0.001,0.0343,6.2686
2026-01-19,35737134,817484,97986,2086,1119,3,461,1064,2,33217,3,0,0,0,2416495,60071,64054,45128,4297,1512,39328,8,587,2.2875,0.2742,0.0058,0.0031,0.0,0.0013,0.003,0.0,0.0929,0.0,0.0,0.0,0.0,2.4859,2.6507,1.8675,0.1778,0.0626,1.6275,0.0003,0.0243,6.7619
2026-01-26,34627611,908549,117785,1921,936,0,520,33133,2,30497,26,0,0,0,2285227,57155,62678,53206,4364,1341,4850,22,193,2.6238,0.3401,0.0055,0.0027,0.0,0.0015,0.0957,0.0,0.0881,0.0001,0.0,0.0,0.0,2.5011,2.7427,2.3283,0.191,0.0587,0.2122,0.001,0.0084,6.5994
2026-02-02,34026888,1042551,138469,2253,1642,1,516,127714,9,31415,8,0,0,0,2699049,66879,96727,63445,4397,2247,1001,15,264,3.0639,0.4069,0.0066,0.0048,0.0,0.0015,0.3753,0.0,0.0923,0.0,0.0,0.0,0.0,2.4779,3.5837,2.3506,0.1629,0.0833,0.0371,0.0006,0.0098,7.9321
2026-02-09,37131986,1161156,145760,2688,919,4,576,181361,0,31067,12,0,0,0,2659300,74154,124072,66729,5141,1593,1731,19,371,3.1271,0.3925,0.0072,0.0025,0.0,0.0016,0.4884,0.0,0.0837,0.0,0.0,0.0,0.0,2.7885,4.6656,2.5093,0.1933,0.0599,0.0651,0.0007,0.014,7.1617
2026-02-16,44138091,1314882,121882,2225,1218,11,379,189749,0,31029,3,0,0,0,2505379,84109,132138,67339,5165,2161,2210,5,223,2.979,0.2761,0.005,0.0028,0.0,0.0009,0.4299,0.0,0.0703,0.0,0.0,0.0,0.0,3.3571,5.2742,2.6878,0.2062,0.0863,0.0882,0.0002,0.0089,5.6762
2026-02-23,39980275,1516755,114107,3163,1381,22,413,87327,25,29363,0,0,0,0,2828977,93613,138438,77861,6429,2416,2427,1,332,3.7938,0.2854,0.0079,0.0035,0.0001,0.001,0.2184,0.0001,0.0734,0.0,0.0,0.0,0.0,3.3091,4.8936,2.7523,0.2273,0.0854,0.0858,0.0,0.0117,7.0759
2026-03-02,48603078,1618757,119365,4117,1195,23,480,2367,10775,24092,6,1934,16,7,2812881,99778,135548,83836,6535,3119,1556,7,374,3.3306,0.2456,0.0085,0.0025,0.0,0.001,0.0049,0.0222,0.0496,0.0,0.004,0.0,0.0,3.5472,4.8188,2.9804,0.2323,0.1109,0.0553,0.0002,0.0133,5.7875
2026-03-09,51026959,1906626,127816,3604,1089,31,424,2293,9404,26389,4,2216,22,0,2970325,123357,135187,90313,7185,2763,1758,1,545,3.7365,0.2505,0.0071,0.0021,0.0001,0.0008,0.0045,0.0184,0.0517,0.0,0.0043,0.0,0.0,4.153,4.5513,3.0405,0.2419,0.093,0.0592,0.0,0.0183,5.8211
2026-03-16,45156808,2411481,110716,3618,1236,11,531,2416,9176,23267,2,1705,19,0,2991428,139077,120131,81927,8077,2833,2170,6,356,5.3402,0.2452,0.008,0.0027,0.0,0.0012,0.0054,0.0203,0.0515,0.0,0.0038,0.0,0.0,4.6492,4.0158,2.7387,0.27,0.0947,0.0725,0.0002,0.0119,6.6245
2026-03-23,42881243,2598236,104912,4290,971,7,561,2071,8307,22800,2,1786,26,0,3124787,137490,122668,74364,6796,3523,2322,7,285,6.0591,0.2447,0.01,0.0023,0.0,0.0013,0.0048,0.0194,0.0532,0.0,0.0042,0.0001,0.0,4.4,3.9256,2.3798,0.2175,0.1127,0.0743,0.0002,0.0091,7.2871
2026-03-30,49122592,2457190,110534,3960,1632,0,504,2001,8492,19343,4,1606,38,0,2921457,108858,125771,74443,7431,2893,1852,5,306,5.0022,0.225,0.0081,0.0033,0.0,0.001,0.0041,0.0173,0.0394,0.0,0.0033,0.0001,0.0,3.7262,4.3051,2.5481,0.2544,0.099,0.0634,0.0002,0.0105,5.9473
2026-04-06,52250978,2584210,123645,4344,2192,3,567,2507,11517,18814,3,1424,61,0,3033671,107175,121882,77301,10183,4527,1518,3,285,4.9458,0.2366,0.0083,0.0042,0.0,0.0011,0.0048,0.022,0.036,0.0,0.0027,0.0001,0.0,3.5328,4.0176,2.5481,0.3357,0.1492,0.05,0.0001,0.0094,5.806
2026-04-13,49551193,2631153,118606,6508,1118,28,792,2158,11183,18061,1,1058,38,0,3144928,122584,115110,68151,9935,6787,1716,1,393,5.31,0.2394,0.0131,0.0023,0.0001,0.0016,0.0044,0.0226,0.0364,0.0,0.0021,0.0001,0.0,3.8978,3.6602,2.167,0.3159,0.2158,0.0546,0.0,0.0125,6.3468
